2237,4240313980226240,424031,Maroc,Credit,Discover,Khadija Melian,BMCI,29.45,MAD,2025-01-27,2025-01-27T13:43:48,5094,Electro Planet,Unknown,Népal,Népal,0,45.46,MANUAL,declined,ECOM,expired_card,invalid,True,True,False,168.1.223.113,Mozilla/5.0 (Linux; Android 11; SM-G998B),Fès,656747941,DEV-120,MID-1066,TERM-63739,0.98505617378391,1,0.000899063086414996,0.910762855009714,0.999861478805542,0.955312166907628,
2580,4700407993476358,470040,Maroc,Credit,MasterCard,Khadija Bennani,CIH Bank,2507.18,MAD,2025-01-24,2025-01-24T20:44:10,5411,SuperMarket Marjane,Casablanca,USA,Pérou,0,6.56,Manual,declined,ECOM,Stolen card,Invalid,False,True,False,162.128.0.97,Mozilla/5.0 (Linux; Android 11; SM-G998B),Casablanca,671817760,DEV-778,MID-7945,TERM-67949,0.9874,0,0.008796803073106488,0.9999967550654582,0.999890923500061,0.9999438392827595,EEE205 - CVV invalide USA
8106,4797459902763497,479745,Maroc,Credit,Amex,Khadija Qadiri,Crédit du Maroc,2267.86,MAD,2025-01-02,2025-01-02T21:18:27,5094,BIM Store,Fès,USA,Japon,627700,4.93,Manual,approved,ECOM,Stolen card,Invalid,False,True,False,129.183.116.67,Mozilla/5.0 (Linux; Android 11; SM-G998B),Agadir,738133577,DEV-401,MID-8245,TERM-20619,0.9882,0,0.007020994377937864,0.9999940294622394,0.9998899698257446,0.999941999643992,EEE205 - CVV invalide USA
8500,4623559419832826,462355,Allemagne,Prepaid,Discover,Amine El Amrani,SGMB,2503.86,MAD,2025-01-14,2025-01-14T05:19:43,4814,BIM Store,Casablanca,USA,Malaisie,0,42.38,Manual,declined,ECOM,Stolen card,Invalid,False,True,False,97.140.51.46,Mozilla/5.0 (Windows NT 10.0; Win64; x64),Meknès,731969873,DEV-480,MID-3312,TERM-70335,0.999,0,0.010332186604102258,0.9999986782079427,0.9998781681060791,0.999938423157011,EEE205 - CVV invalide USA
2373,4414251130888197,441425,France,Credit,MasterCard,Omar El Idrissi,CIH Bank,28.31,MAD,2025-01-24,2025-01-24T07:37:02,5094,Electro Planet,Unknown,Japon,Japon,0,29.21,MANUAL,declined,ECOM,limit_exceeded,invalid,True,True,False,122.171.213.13,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),Fès,693803012,DEV-757,MID-6179,TERM-75598,0.9832069802206616,1,0.0011794991460101424,0.628390083478209,0.9998753070831299,0.8141326952806694,
5407,4542224035578546,454222,Maroc,Credit,Visa,Mohamed El Amrani,Banque Populaire,650.48,EUR,2025-01-01,2025-01-01T09:49:59,5541,FastFood Al Baraka,Unknown,Népal,Népal,221442,8.2,MANUAL,approved,ECOM,none,valid,False,True,False,71.78.15.16,Mozilla/5.0 (Linux; U; Android 9; en-us; Nexus 5),Rabat,675093655,DEV-390,MID-3263,TERM-56777,0.98668134259775,1,0.00082,0.815363,0.999873,0.907618,
5645,4231742805351872,423174,Maroc,Prepaid,Amex,Youssef Fassi,Crédit du Maroc,1923.04,USD,2025-01-05,2025-01-05T13:52:27,6011,FastFood Al Baraka,Casablanca,USA,Maroc,453701,19.24,Manual,approved,POS,Stolen card,Invalid,True,False,True,0.0.0.0,nan,Rabat,630701313,DEV-320,MID-5128,TERM-86358,0.9989,0,0.003194,0.999512,0.999902,0.999707,EEE205 - CVV invalide USA
6499,4093177123602657,409317,Maroc,Prepaid,Visa,Mohamed El Amrani,BMCE Bank,82.02,MAD,2025-01-29,2025-01-29T10:49:34,5722,Acima,Unknown,Malaisie,Malaisie,0,44.53,MANUAL,declined,POS,Bad Cvv3-cvc3,invalid,True,False,False,0.0.0.0,nan,Oujda,718036975,DEV-910,MID-6385,TERM-79437,0.9868360352877236,1,0.00091,0.976926,0.999847,0.988387,
4189,4521352672404242,452135,Maroc,Credit,MasterCard,Fatima El Amrani,Al Barid Bank,14.73,MAD,2025-01-14,2025-01-14T12:56:39,5812,Station Afriquia,Unknown,Sri Lanka,Côte d'Ivoire,0,39.13,MANUAL,declined,ATM,Bad Cvv2/Cvc2,not_checked,False,False,False,0.0.0.0,nan,Marrakech,714558084,DEV-722,MID-3568,TERM-92437,0.9829190334409508,1,0.001032,0.99787,0.999863,0.998866,
6980,4765957906771810,476595,Maroc,Prepaid,Discover,Mohamed Tahiri,CIH Bank,33.42,MAD,2025-01-10,2025-01-10T21:16:22,3000,Acima,Unknown,Côte d'Ivoire,Côte d'Ivoire,0,43.08,MANUAL,declined,ATM,Bad CVV/CVC,valid,True,False,False,0.0.0.0,nan,Laâyoune,779311744,DEV-607,MID-3775,TERM-10189,0.9841307203121276,1,0.000922,0.777419,0.999842,0.88863,
5577,4112982549417842,411298,Chine,Prepaid,Visa,Mohamed Tahiri,SGMB,1331.5,MAD,2025-01-01,2025-01-01T08:02:26,3000,FastFood Al Baraka,Fès,USA,République Dominicaine,149431,17.85,Manual,approved,ATM,Stolen card,Invalid,False,False,False,0.0.0.0,nan,Fès,744327896,DEV-244,MID-9737,TERM-73699,0.9828,0,0.003128,0.999733,0.999901,0.999817,EEE205 - CVV invalide USA
5949,4510140632966805,451014,Maroc,Credit,Visa,Mehdi El Hariri,CIH Bank,1578.62,MAD,2025-01-14,2025-01-14T08:15:08,5722,Station Afriquia,Casablanca,USA,Pérou,0,44.36,Manual,declined,ATM,Stolen card,Invalid,True,False,False,0.0.0.0,nan,Laâyoune,648813002,DEV-283,MID-7824,TERM-63531,0.9924,0,0.003116,0.999985,0.999891,0.999938,EEE205 - CVV invalide USA
4717,4932507997452060,493250,Maroc,Prepaid,MasterCard,Mehdi Qadiri,Banque Populaire,14.26,MAD,2025-01-06,2025-01-06T13:20:28,5812,Restau Chez Hassan,Unknown,Equateur,Equateur,0,37.13,MANUAL,declined,ATM,Invalid Card,valid,False,False,False,0.0.0.0,nan,Rabat,676063907,DEV-100,MID-2384,TERM-52755,0.9824942315135156,1,0.000875,0.656107,0.983775,0.819941,
9750,4341334648064887,434133,Maroc,Prepaid,Amex,Mohamed Bennani,SGMB,10.0,MAD,2025-01-12,2025-01-12T06:21:55,5094,Souvenirs Medina,Unknown,Antigua et Barbade,Antigua et Barbade,0,19.42,MANUAL,declined,ATM,Bad Cvv3-cvc3,valid,False,False,False,0.0.0.0,nan,Rabat,670158089,DEV-724,MID-3507,TERM-19603,0.9832851702009252,1,0.001014,0.998724,0.999868,0.999296,
4281,4676793826621991,467679,Maroc,Debit,Amex,Khadija Bennani,Crédit du Maroc,1351.17,MAD,2025-01-12,2025-01-12T06:27:19,3000,FastFood Al Baraka,Fès,USA,Maroc,0,2.39,Manual,declined,POS,Stolen card,Invalid,True,False,True,0.0.0.0,nan,Laâyoune,746157673,DEV-252,MID-8693,TERM-52267,0.9987,0,0.001819,0.99995,0.999894,0.999922,EEE205 - CVV invalide USA
8147,4016123039289185,401612,Maroc,Credit,Visa,Mehdi Fassi,SGMB,2389.04,MAD,2025-01-20,2025-01-20T10:33:18,3000,Bijouterie L'Or,Fès,USA,Inde,0,23.09,Manual,declined,POS,Stolen card,Invalid,False,False,False,0.0.0.0,nan,Casablanca,654963660,DEV-305,MID-5687,TERM-13908,0.9873,0,0.008548,0.999998,0.999907,0.999952,EEE205 - CVV invalide USA
7069,4576347162213285,457634,Maroc,Debit,Discover,Omar Tahiri,CIH Bank,1462.81,MAD,2025-01-25,2025-01-25T02:26:13,3000,Acima,Fès,USA,Malaisie,0,25.36,Manual,declined,POS,Stolen card,Invalid,False,False,False,0.0.0.0,nan,Laâyoune,715012037,DEV-387,MID-3997,TERM-32758,0.988,0,0.002795,0.99993,0.999894,0.999912,EEE205 - CVV invalide USA
4226,4999235976294101,499923,Maroc,Prepaid,Amex,Youssef Melian,Banque Populaire,13.05,MAD,2025-01-20,2025-01-20T22:01:21,3000,FastFood Al Baraka,Unknown,Trinidade et Tobaggo,France,0,38.35,MANUAL,declined,ECOM,Bad Cvv2/Cvc2,invalid,False,True,False,32.245.145.23,Mozilla/5.0 (Linux; U; Android 9; en-us; Nexus 5),Tanger,764597642,DEV-105,MID-2484,TERM-89144,0.9835296014401306,1,0.000987,0.999265,0.999844,0.999554,
9107,4654862684281274,465486,Maroc,Prepaid,Visa,Youssef Qadiri,Banque Populaire,41.36,MAD,2025-01-29,2025-01-29T09:20:29,5094,Souvenirs Medina,Unknown,Thailande,Thailande,0,36.8,MANUAL,declined,POS,Invalid Card,not_checked,True,False,False,0.0.0.0,nan,Oujda,657056623,DEV-146,MID-6475,TERM-91362,0.9830882740659244,1,0.000898,0.924861,0.999873,0.962367,
2448,4727242680631593,472724,USA,Prepaid,Visa,Omar El Hariri,Attijariwafa Bank,488.13,EUR,2025-01-31,2025-01-31T17:52:40,3000,FastFood Al Baraka,Unknown,Colombie,Pérou,283337,3.02,MANUAL,approved,POS,none,invalid,True,False,False,0.0.0.0,nan,Tetouan,649274140,DEV-140,MID-5847,TERM-68673,0.9834257586289632,1,0.001113,0.998118,0.999889,0.999004,
4100,4660865411035073,466086,Maroc,Credit,Visa,Mohamed Alaoui,BMCE Bank,1362.05,MAD,2025-01-11,2025-01-11T22:16:30,5094,BIM Store,Casablanca,USA,Côte d'Ivoire,399620,2.82,Manual,approved,ECOM,Stolen card,Invalid,False,True,False,4.164.124.166,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),Oujda,611150651,DEV-312,MID-8650,TERM-44590,0.9837,0,0.002945,0.999728,0.999878,0.999803,EEE205 - CVV invalide USA
9853,4030851747295523,403085,France,Debit,Discover,Mehdi Tahiri,Banque Populaire,80.39,MAD,2025-01-09,2025-01-09T20:29:01,5541,BIM Store,Unknown,Malaisie,Népal,0,9.16,MANUAL,declined,ECOM,Bad Cvv3-cvc3,invalid,False,True,False,74.244.26.142,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),Marrakech,652066620,DEV-681,MID-8761,TERM-37168,0.9838773787919052,1,0.001163,0.998954,0.999865,0.99941,
4806,4185500672333793,418550,Maroc,Prepaid,Visa,Youssef Fassi,BMCI,49.07,USD,2025-01-21,2025-01-21T10:15:44,5722,FastFood Al Baraka,Unknown,Philippines,Philippines,0,48.86,MANUAL,declined,POS,Bad Cvv2/Cvc2,not_checked,True,False,False,0.0.0.0,nan,Fès,741537879,DEV-427,MID-1078,TERM-52877,0.9826156071039682,1,0.001089,0.999076,0.9999,0.999488,
5550,4118493580965975,411849,Maroc,Prepaid,Amex,Fatima Mansouri,Crédit du Maroc,1871.39,MAD,2025-01-05,2025-01-05T06:45:46,4814,Station Afriquia,Casablanca,USA,Maroc,0,8.38,Manual,declined,ECOM,Stolen card,Invalid,False,True,True,115.58.66.106,Mozilla/5.0 (Linux; Android 11; SM-G998B),Meknès,695158355,DEV-150,MID-1261,TERM-30745,0.9993,0,0.003944,0.999988,0.99989,0.999939,EEE205 - CVV invalide USA
2028,4151888634210802,415188,Maroc,Credit,Discover,Mohamed Qadiri,Al Barid Bank,25.81,MAD,2025-01-18,2025-01-18T08:49:56,3000,Electro Planet,Unknown,USA,USA,0,20.4,MANUAL,declined,POS,Bad CVV/CVC,valid,False,False,False,0.0.0.0,nan,Casablanca,661187650,DEV-185,MID-2504,TERM-17444,0.9855711273682628,1,0.001012,0.998767,0.999887,0.999327,
7993,4732580420249230,473258,Espagne,Debit,MasterCard,Amine Mansouri,Al Barid Bank,2417.88,MAD,2025-01-16,2025-01-16T18:47:21,5812,Electro Planet,Casablanca,USA,République Dominicaine,0,48.1,Manual,declined,POS,Stolen card,Invalid,False,False,False,0.0.0.0,nan,Fès,690008303,DEV-289,MID-8696,TERM-83205,0.9845,0,0.010363,0.999996,0.999903,0.99995,EEE205 - CVV invalide USA
7078,4863314783576832,486331,Maroc,Prepaid,Discover,Mohamed Tahiri,BMCE Bank,1717.06,MAD,2025-01-10,2025-01-10T14:00:34,5411,Acima,Fès,USA,Maroc,921625,46.63,Manual,approved,POS,Stolen card,Invalid,True,False,True,0.0.0.0,nan,Rabat,721467989,DEV-139,MID-1608,TERM-61566,0.9997,0,0.002713,0.889892,0.999872,0.944882,EEE205 - CVV invalide USA
4581,4855464215228401,485546,USA,Credit,MasterCard,Zineb El Amrani,Al Barid Bank,26.0,MAD,2025-01-20,2025-01-20T06:29:33,5722,Acima,Casablanca,Maroc,Maroc,0,15.79,MANUAL,declined,ATM,Bad CVV/CVC,valid,False,False,False,0.0.0.0,nan,Meknès,634747756,DEV-934,MID-3823,TERM-93279,0.9826062620581988,1,0.001041,0.998153,0.999883,0.999018,
2526,4703376865915100,470337,Maroc,Credit,Discover,Aya Bennani,Crédit du Maroc,145.8,MAD,2025-01-16,2025-01-16T12:16:39,5947,Station Afriquia,Unknown,Trinidade et Tobaggo,Trinidade et Tobaggo,0,11.4,MANUAL,declined,POS,Bad CVV/CVC,not_checked,True,False,False,0.0.0.0,nan,Oujda,624795087,DEV-764,MID-3055,TERM-83388,0.9858871003740576,1,0.00105,0.999473,0.999902,0.999688,
1585,4439900080888031,443990,Espagne,Debit,Visa,Amine El Amrani,Banque Populaire,76.46,MAD,2025-01-01,2025-01-01T21:15:46,3000,Carrefour Market,Laâyoune,Maroc,Maroc,0,48.94,MANUAL,declined,ATM,expired_card,valid,False,False,False,0.0.0.0,nan,Oujda,634212612,DEV-104,MID-7023,TERM-91433,0.984433614023777,1,0.001017,0.998711,0.999894,0.999302,
1647,4979699861040505,497969,Maroc,Debit,Visa,Amine Alaoui,BMCI,67.03,MAD,2025-01-17,2025-01-17T09:01:53,5947,Station Afriquia,Unknown,Colombie,Colombie,0,10.81,MANUAL,declined,ATM,Bad Cvv3-cvc3,not_checked,True,False,False,0.0.0.0,nan,Meknès,685730241,DEV-165,MID-2979,TERM-98346,0.9834646362220256,1,0.00104,0.998797,0.999901,0.999349,
5982,4398827153766495,439882,Maroc,Prepaid,Amex,Khadija Mansouri,CIH Bank,20.03,USD,2025-01-27,2025-01-27T13:13:11,5812,Bijouterie L'Or,Unknown,Trinidade et Tobaggo,Trinidade et Tobaggo,0,40.21,MANUAL,declined,ATM,Bad CVV/CVC,not_checked,False,False,False,0.0.0.0,nan,Tanger,799471211,DEV-392,MID-2329,TERM-67651,0.982542333298296,1,0.000951,0.998016,0.999798,0.998907,
9725,4408402750901104,440840,Maroc,Debit,MasterCard,Fatima Melian,Banque Populaire,2480.09,MAD,2025-01-01,2025-01-01T09:15:31,4814,Station Afriquia,Casablanca,USA,Pérou,0,23.5,Manual,declined,POS,Stolen card,Invalid,True,False,False,0.0.0.0,nan,Oujda,609288266,DEV-888,MID-7396,TERM-67903,0.9966,0,0.006999,0.999999,0.99991,0.999954,EEE205 - CVV invalide USA
5254,4363913070128449,436391,Inde,Debit,MasterCard,Omar El Amrani,Al Barid Bank,1997.97,MAD,2025-01-17,2025-01-17T11:25:07,5411,Restau Chez Hassan,Casablanca,USA,Maroc,744071,5.64,Manual,approved,POS,Stolen card,Invalid,False,False,False,0.0.0.0,nan,Casablanca,742084655,DEV-818,MID-6757,TERM-41402,0.9939,0,0.006009,0.999903,0.99991,0.999906,EEE205 - CVV invalide USA
5200,4997198437609320,499719,Inde,Debit,Discover,Ali Alaoui,BMCI,32.74,EUR,2025-01-06,2025-01-06T00:12:04,5722,Electro Planet,Unknown,USA,Sri Lanka,0,7.04,MANUAL,declined,ATM,Bad CVV/CVC,invalid,False,False,False,0.0.0.0,nan,Oujda,708571666,DEV-836,MID-7520,TERM-93900,0.9828283135342556,1,0.001226,0.998765,0.999855,0.99931,
4266,4543884317773274,454388,Inde,Credit,Visa,Mohamed Mansouri,Al Barid Bank,10.28,MAD,2025-01-03,2025-01-03T20:00:56,5812,Souvenirs Medina,Unknown,Chine,Maroc,0,40.38,MANUAL,declined,POS,Invalid Card,invalid,False,False,False,0.0.0.0,nan,Meknès,712358973,DEV-833,MID-6717,TERM-75031,0.9823380051849666,1,0.001156,0.998806,0.997882,0.998344,
5075,4661018719010918,466101,Maroc,Credit,MasterCard,Amine Melian,CIH Bank,41.59,MAD,2025-01-05,2025-01-05T10:21:13,5947,Bijouterie L'Or,Unknown,Colombie,Colombie,0,5.87,MANUAL,declined,ECOM,Bad Cvv2/Cvc2,invalid,False,True,False,206.255.228.24,Mozilla/5.0 (Linux; Android 11; SM-G998B),Marrakech,657473996,DEV-805,MID-8147,TERM-88676,0.9834674475141202,1,0.001026,0.998071,0.999879,0.998975,
1955,4135403812314828,413540,Maroc,Credit,Discover,Zineb Fassi,Al Barid Bank,2476.56,MAD,2025-01-09,2025-01-09T16:42:36,5947,Electro Planet,Casablanca,USA,Indonésie,0,34.15,Manual,declined,POS,Stolen card,Invalid,False,False,False,0.0.0.0,nan,Rabat,647951993,DEV-464,MID-2163,TERM-50250,0.9843,0,0.008745,0.999997,0.999902,0.999949,EEE205 - CVV invalide USA
8016,4956730908831771,495673,Maroc,Debit,Visa,Aya El Hariri,SGMB,301.82,MAD,2025-01-15,2025-01-15T21:06:18,5722,Carrefour Market,Unknown,Japon,Népal,0,13.75,MANUAL,declined,ATM,limit_exceeded,valid,False,False,False,0.0.0.0,nan,Fès,729342384,DEV-138,MID-5134,TERM-60171,0.9883460316540078,1,0.000964,0.998922,0.999865,0.999394,
2028,4151888634210802,415188,Maroc,Credit,Discover,Mohamed Qadiri,Al Barid Bank,25.81,MAD,2025-01-18,2025-01-18T08:49:56,3000,Electro Planet,Unknown,USA,USA,0,20.4,MANUAL,declined,POS,Bad CVV/CVC,valid,False,False,False,0.0.0.0,nan,Casablanca,661187650,DEV-185,MID-2504,TERM-17444,0.9855711273682628,1,0.001012,0.998767,0.999887,0.999327,
1333,4674233144413058,467423,Allemagne,Prepaid,Amex,Ali Melian,CIH Bank,12.43,MAD,2025-01-29,2025-01-29T11:58:48,4814,Station Afriquia,Unknown,Indonésie,Indonésie,0,5.18,MANUAL,declined,ATM,expired_card,invalid,True,False,False,0.0.0.0,nan,Rabat,631872001,DEV-669,MID-4215,TERM-12938,0.9832786587891894,1,0.001125,0.998745,0.999864,0.999305,
4717,4932507997452060,493250,Maroc,Prepaid,MasterCard,Mehdi Qadiri,Banque Populaire,14.26,MAD,2025-01-06,2025-01-06T13:20:28,5812,Restau Chez Hassan,Unknown,Equateur,Equateur,0,37.13,MANUAL,declined,ATM,Invalid Card,valid,False,False,False,0.0.0.0,nan,Rabat,676063907,DEV-100,MID-2384,TERM-52755,0.9824942315135156,1,0.000875,0.656107,0.983775,0.819941,
9033,4014023535444445,401402,USA,Prepaid,Visa,Fatima Melian,CIH Bank,68.26,MAD,2025-01-04,2025-01-04T16:51:18,3000,SuperMarket Marjane,Unknown,Cambodia,Cambodia,0,40.27,MANUAL,declined,ATM,limit_exceeded,not_checked,True,False,False,0.0.0.0,nan,Agadir,635030898,DEV-207,MID-7193,TERM-57825,0.9844464886657488,1,0.001166,0.998735,0.999892,0.999314,
51,4893979586741857,489397,France,Prepaid,Discover,Omar Melian,BMCI,18.44,MAD,2025-01-22,2025-01-22T18:23:00,3000,Carrefour Market,Unknown,Equateur,Equateur,0,5.06,MANUAL,declined,ATM,Bad Cvv2/Cvc2,valid,False,False,False,0.0.0.0,nan,Laâyoune,694413875,DEV-755,MID-9969,TERM-14400,0.9839867910552544,1,0.001192,0.998469,0.999861,0.999165,
4534,4354617114432560,435461,Maroc,Debit,Discover,Aya Alaoui,BMCI,35.81,MAD,2025-01-09,2025-01-09T08:04:38,5722,SuperMarket Marjane,Unknown,Equateur,Equateur,0,10.84,MANUAL,declined,ATM,limit_exceeded,invalid,False,False,False,0.0.0.0,nan,Tanger,797954200,DEV-502,MID-9943,TERM-27568,0.9827325689301754,1,0.001022,0.99816,0.999851,0.999006,
1515,4874750699871099,487475,Allemagne,Credit,Amex,Mohamed El Amrani,BMCI,63.3,MAD,2025-01-02,2025-01-02T17:35:31,5947,BIM Store,Unknown,Chine,Allemagne,0,23.2,MANUAL,declined,ECOM,limit_exceeded,Invalid,False,True,False,0.0.0.0,nan,Marrakech,742590216,DEV-956,MID-5131,TERM-67450,0.9864605803152152,1,0.0011,0.9834,0.9999,0.7925,
6448,4690611904043739,469061,Maroc,Prepaid,Visa,Ali Alaoui,CIH Bank,65.3,MAD,2025-01-10,2025-01-10T22:11:55,4814,Souvenirs Medina,Unknown,Côte d'Ivoire,Antigua et Barbade,0,35.31,MANUAL,declined,ECOM,Bad Cvv3-cvc3,not_checked,True,True,False,73.217.103.180,Mozilla/5.0 (Linux; U; Android 9; en-us; Nexus 5),Laâyoune,707653622,DEV-641,MID-8975,TERM-57917,0.9862718292817926,1,0.0009,0.9575,0.9999,0.7846,
6330,4478188979999323,447818,Maroc,Prepaid,Amex,Ali Tahiri,BMCI,39.21,MAD,2025-01-20,2025-01-20T01:39:50,3000,FastFood Al Baraka,Unknown,Antigua et Barbade,Cambodia,0,47.37,MANUAL,declined,POS,limit_exceeded,valid,False,False,False,0.0.0.0,nan,Oujda,687495837,DEV-394,MID-8001,TERM-89294,0.9829956794254108,1,0.001,0.9992,0.9999,0.7965,
7493,4954564162635555,495456,Maroc,Prepaid,Visa,Fatima Tahiri,Banque Populaire,52.21,MAD,2025-01-08,2025-01-08T16:33:07,5722,Restau Chez Hassan,Unknown,Philippines,Népal,0,19.41,MANUAL,declined,ATM,expired_card,not_checked,False,False,False,0.0.0.0,nan,Oujda,788049126,DEV-526,MID-1095,TERM-70385,0.98257889495661,1,0.001,0.9984,0.9999,0.7962,
